symbol,companyName,sector,industry,exchangeMarket
INOV,"Inovalon Holdings, Inc.",Technology,EDP Services,NASDAQ
INO,"Inovio Pharmaceuticals, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
NSIT,"Insight Enterprises, Inc.",Consumer Services,Catalog/Specialty Distribution,NASDAQ
ISIG,"Insignia Systems, Inc.",Consumer Services,Advertising,NASDAQ
INSM,"Insmed, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
IIIN,"Insteel Industries, Inc.",Capital Goods,Steel/Iron Ore,NASDAQ
PODD,Insulet Corporation,Health Care,Medical/Dental Instruments,NASDAQ
INSY,"Insys Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
NTEC,Intec Pharma Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
IART,Integra LifeSciences Holdings Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
IDTI,"Integrated Device Technology, Inc.",Technology,Semiconductors,NASDAQ
INTC,Intel Corporation,Technology,Semiconductors,NASDAQ
IQNT,"Inteliquent, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
NTLA,"Intellia Therapeutics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
IPCI,Intellipharmaceutics International Inc.,Health Care,Major Pharmaceuticals,NASDAQ
IPAR,"Inter Parfums, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,NASDAQ
IBKR,"Interactive Brokers Group, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ
ININ,"Interactive Intelligence Group, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
ICPT,"Intercept Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ICLD,"InterCloud Systems, Inc",Miscellaneous,Business Services,NASDAQ
ICLDW,"InterCloud Systems, Inc",Miscellaneous,Business Services,NASDAQ
IDCC,"InterDigital, Inc.",Miscellaneous,Multi-Sector Companies,NASDAQ
TILE,"Interface, Inc.",Consumer Durables,Home Furnishings,NASDAQ
LINK,"Interlink Electronics, Inc.",Technology,Computer peripheral equipment,NASDAQ
IMI,"Intermolecular, Inc.",Technology,Semiconductors,NASDAQ
INAP,Internap Corporation,Technology,"Computer Software: Programming, Data Processing",NASDAQ
IBOC,International Bancshares Corporation,Finance,Major Banks,NASDAQ
ISCA,International Speedway Corporation,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
IGLD,Internet Gold Golden Lines Ltd.,Public Utilities,Telecommunications Equipment,NASDAQ
IIJI,"Internet Initiative Japan, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ
IDXG,"Interpace Diagnostics Group, Inc.",Miscellaneous,Business Services,NASDAQ
XENT,"Intersect ENT, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
INTX,"Intersections, Inc.",Technology,EDP Services,NASDAQ
ISIL,Intersil Corporation,Technology,Semiconductors,NASDAQ
IILG,"Interval Leisure Group, Inc.",Finance,Real Estate,NASDAQ
IVAC,"Intevac, Inc.",Technology,Industrial Machinery/Components,NASDAQ
INTL,INTL FCStone Inc.,Finance,Investment Bankers/Brokers/Service,NASDAQ
INTLL,INTL FCStone Inc.,Finance,Investment Bankers/Brokers/Service,NASDAQ
ITCI,Intra-Cellular Therapies Inc.,Health Care,Major Pharmaceuticals,NASDAQ
IIN,IntriCon Corporation,Capital Goods,Electrical Products,NASDAQ
INTU,Intuit Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
ISRG,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties,NASDAQ
INVT,"Inventergy Global, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
SNAK,"Inventure Foods, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
ISTR,Investar Holding Corporation,Finance,Major Banks,NASDAQ
ISBC,"Investors Bancorp, Inc.",Finance,Major Banks,NASDAQ
ITIC,Investors Title Company,Finance,Specialty Insurers,NASDAQ
NVIV,InVivo Therapeutics Holdings Corp.,Health Care,Medical/Dental Instruments,NASDAQ
IVTY,"Invuity, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
IONS,"Ionis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
IPAS,iPass Inc.,Technology,EDP Services,NASDAQ
IPGP,IPG Photonics Corporation,Technology,Semiconductors,NASDAQ
IRMD,iRadimed Corporation,Health Care,Medical/Dental Instruments,NASDAQ
IRIX,IRIDEX Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
IRDM,Iridium Communications Inc,Consumer Durables,Telecommunications Equipment,NASDAQ
IRDMB,Iridium Communications Inc,Consumer Durables,Telecommunications Equipment,NASDAQ
IRBT,iRobot Corporation,Consumer Durables,Consumer Electronics/Appliances,NASDAQ
IRWD,"Ironwood Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
IRCP,IRSA Propiedades Comerciales S.A.,Consumer Services,Building operators,NASDAQ
PMPT,iSectors Post-MPT Growth ETF,null,null,NASDAQ
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,null,null,NASDAQ
TLT,iShares 20+ Year Treasury Bond ETF,null,null,NASDAQ
AIA,iShares Asia 50 ETF,null,null,NASDAQ
COMT,iShares Commodities Select Strategy ETF,null,null,NASDAQ
IXUS,iShares Core MSCI Total International Stock ETF,null,null,NASDAQ
FALN,iShares Fallen Angels USD Bond ETF,null,null,NASDAQ
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,null,null,NASDAQ
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,null,null,NASDAQ
IGF,iShares Global Infrastructure ETF,null,null,NASDAQ
GNMA,iShares GNMA Bond ETF,null,null,NASDAQ
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,null,null,NASDAQ
JKI,iShares Morningstar Mid-Cap ETF,null,null,NASDAQ
ACWX,iShares MSCI ACWI ex US Index Fund,null,null,NASDAQ
ACWI,iShares MSCI ACWI Index Fund,null,null,NASDAQ
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,null,null,NASDAQ
EWZS,iShares MSCI Brazil Small-Cap ETF,null,null,NASDAQ
MCHI,iShares MSCI China ETF,null,null,NASDAQ
ESGD,iShares MSCI EAFE ESG Optimized ETF,null,null,NASDAQ
SCZ,iShares MSCI EAFE Small-Cap ETF,null,null,NASDAQ
ESGE,iShares MSCI EM ESG Optimized ETF,null,null,NASDAQ
EEMA,iShares MSCI Emerging Markets Asia Index Fund,null,null,NASDAQ
EUFN,iShares MSCI Europe Financials Sector Index Fund,null,null,NASDAQ
IEUS,iShares MSCI Europe Small-Cap ETF,null,null,NASDAQ
MPCT,iShares MSCI Global Impact ETF,null,null,NASDAQ
ENZL,iShares MSCI New Zealand Capped ETF,null,null,NASDAQ
QAT,iShares MSCI Qatar Capped ETF,null,null,NASDAQ
UAE,iShares MSCI UAE Capped ETF,null,null,NASDAQ
IBB,iShares Nasdaq Biotechnology Index Fund,null,null,NASDAQ
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,null,null,NASDAQ
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,null,null,NASDAQ
ICLN,iShares S&P Global Clean Energy Index Fund,null,null,NASDAQ
WOOD,iShares S&P Global Timber & Forestry Index Fund,null,null,NASDAQ
INDY,iShares S&P India Nifty 50 Index Fund,null,null,NASDAQ
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,null,null,NASDAQ
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,null,null,NASDAQ
ISLE,"Isle of Capri Casinos, Inc.",Consumer Services,Hotels/Resorts,NASDAQ
ISRL,"Isramco, Inc.",Energy,Oil & Gas Production,NASDAQ
ITI,"Iteris, Inc.",Consumer Durables,Telecommunications Equipment,NASDAQ
ITRI,"Itron, Inc.",Capital Goods,Electrical Products,NASDAQ
ITRN,Ituran Location and Control Ltd.,Consumer Non-Durables,Electronic Components,NASDAQ
ITUS,ITUS Corporation,Miscellaneous,Multi-Sector Companies,NASDAQ
XXIA,Ixia,Capital Goods,Electrical Products,NASDAQ
IXYS,IXYS Corporation,Technology,Semiconductors,NASDAQ
IZEA,IZEA Inc.,Consumer Services,Advertising,NASDAQ
JJSF,J & J Snack Foods Corp.,Consumer Non-Durables,Specialty Foods,NASDAQ
MAYS,"J. W. Mays, Inc.",Consumer Services,Building operators,NASDAQ
JBHT,"J.B. Hunt Transport Services, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ
JCOM,"j2 Global, Inc.",Technology,Telecommunications Equipment,NASDAQ
JASO,"JA Solar Holdings, Co., Ltd.",Technology,Semiconductors,NASDAQ
JKHY,"Jack Henry & Associates, Inc.",Technology,EDP Services,NASDAQ
JACK,Jack In The Box Inc.,Consumer Services,Restaurants,NASDAQ
JXSB,Jacksonville Bancorp Inc.,Finance,Savings Institutions,NASDAQ
JAGX,"Jaguar Animal Health, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
JAKK,"JAKKS Pacific, Inc.",Consumer Non-Durables,Recreational Products/Toys,NASDAQ
JMBA,"Jamba, Inc.",Consumer Services,Restaurants,NASDAQ
JRVR,"James River Group Holdings, Ltd.",Finance,Property-Casualty Insurers,NASDAQ
JSML,Janus Small Cap Growth Alpha ETF,null,null,NASDAQ
JSMD,Janus Small/Mid Cap Growth Alpha ETF,null,null,NASDAQ
JASN,"Jason Industries, Inc.",Consumer Durables,Miscellaneous manufacturing industries,NASDAQ
JASNW,"Jason Industries, Inc.",Consumer Durables,Miscellaneous manufacturing industries,NASDAQ
JAZZ,Jazz Pharmaceuticals plc,Health Care,Major Pharmaceuticals,NASDAQ
JD,"JD.com, Inc.",Consumer Services,Other Specialty Stores,NASDAQ
JSYN,Jensyn Acquistion Corp.,Finance,Business Services,NASDAQ
JSYNR,Jensyn Acquistion Corp.,Finance,Business Services,NASDAQ
JSYNU,Jensyn Acquistion Corp.,Finance,Business Services,NASDAQ
JSYNW,Jensyn Acquistion Corp.,Finance,Business Services,NASDAQ
JBLU,JetBlue Airways Corporation,Transportation,Air Freight/Delivery Services,NASDAQ
JTPY,JetPay Corporation,Finance,Business Services,NASDAQ
JCTCF,Jewett-Cameron Trading Company,Consumer Services,RETAIL: Building Materials,NASDAQ
JIVE,"Jive Software, Inc.",Technology,EDP Services,NASDAQ
WYIG,JM Global Holding Company,Finance,Business Services,NASDAQ
WYIGU,JM Global Holding Company,Finance,Business Services,NASDAQ
WYIGW,JM Global Holding Company,Finance,Business Services,NASDAQ
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Non-Durables,Specialty Foods,NASDAQ
JOUT,Johnson Outdoors Inc.,Consumer Non-Durables,Recreational Products/Toys,NASDAQ
JNP,"Juniper Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
JUNO,"Juno Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
KTWO,"K2M Group Holdings, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
KALU,Kaiser Aluminum Corporation,Capital Goods,Metal Fabrications,NASDAQ
KMDA,Kamada Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
KNDI,"Kandi Technologies Group, Inc.",Capital Goods,Auto Manufacturing,NASDAQ
KPTI,Karyopharm Therapeutics Inc.,Health Care,Major Pharmaceuticals,NASDAQ
KBSF,KBS Fashion Group Limited,Consumer Non-Durables,Apparel,NASDAQ
KCAP,"KCAP Financial, Inc.",null,null,NASDAQ
KRNY,Kearny Financial,Finance,Savings Institutions,NASDAQ
KELYA,"Kelly Services, Inc.",Technology,Professional Services,NASDAQ
KELYB,"Kelly Services, Inc.",Technology,Professional Services,NASDAQ
KMPH,"KemPharm, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
KFFB,Kentucky First Federal Bancorp,Finance,Savings Institutions,NASDAQ
KERX,"Keryx Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
KEQU,Kewaunee Scientific Corporation,Capital Goods,Medical Specialities,NASDAQ
KTEC,"Key Technology, Inc.",Technology,Industrial Machinery/Components,NASDAQ
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment,NASDAQ
KFRC,"Kforce, Inc.",Technology,Professional Services,NASDAQ
KE,"Kimball Electronics, Inc.",Technology,Electrical Products,NASDAQ
KBAL,"Kimball International, Inc.",Consumer Durables,Home Furnishings,NASDAQ
KIN,"Kindred Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
KGJI,Kingold Jewelry Inc.,Miscellaneous,Business Services,NASDAQ
KINS,"Kingstone Companies, Inc",Finance,Property-Casualty Insurers,NASDAQ
KONE,Kingtone Wirelessinfo Solution Holding Ltd,Technology,EDP Services,NASDAQ
KNSL,"Kinsale Capital Group, Inc.",Finance,Property-Casualty Insurers,NASDAQ
KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores,NASDAQ
KITE,"Kite Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
KTOV,Kitov Pharmaceuticals Holdings Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
KLAC,KLA-Tencor Corporation,Capital Goods,Electronic Components,NASDAQ
KLRE,KLR Energy Acquisition Corp.,Finance,Business Services,NASDAQ
KLREU,KLR Energy Acquisition Corp.,Finance,Business Services,NASDAQ
KLREW,KLR Energy Acquisition Corp.,Finance,Business Services,NASDAQ
KLXI,KLX Inc.,Capital Goods,Aerospace,NASDAQ
KONA,"Kona Grill, Inc.",Consumer Services,Restaurants,NASDAQ
KZ,KongZhong Corporation,Technology,Telecommunications Equipment,NASDAQ
KOPN,Kopin Corporation,Technology,Semiconductors,NASDAQ
KRNT,Kornit Digital Ltd.,Capital Goods,Industrial Machinery/Components,NASDAQ
KOSS,Koss Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,NASDAQ
KWEB,KraneShares CSI China Internet ETF,null,null,NASDAQ
KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical,NASDAQ
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors,NASDAQ
KURA,"Kura Oncology, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
FSTR,L.B. Foster Company,Basic Industries,Metal Fabrications,NASDAQ
LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
LSBK,"Lake Shore Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
LSBG,Lake Sunapee Bank Group,Finance,Savings Institutions,NASDAQ
LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks,NASDAQ
LKFN,Lakeland Financial Corporation,Finance,Major Banks,NASDAQ
LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties,NASDAQ
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components,NASDAQ
LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts,NASDAQ
LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods,NASDAQ
LCA,"Landcadia Holdings, Inc.",Finance,Business Services,NASDAQ
LCAHU,"Landcadia Holdings, Inc.",Finance,Business Services,NASDAQ
LCAHW,"Landcadia Holdings, Inc.",Finance,Business Services,NASDAQ
LNDC,Landec Corporation,Basic Industries,Major Chemicals,NASDAQ
LARK,Landmark Bancorp Inc.,Finance,Major Banks,NASDAQ
LMRK,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,NASDAQ
LMRKP,Landmark Infrastructure Partners LP,Consumer Services,Real Estate,NASDAQ
LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services,NASDAQ
LNTH,"Lantheus Holdings, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment,NASDAQ
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors,NASDAQ
LAWS,"Lawson Products, Inc.",Consumer Durables,Industrial Specialties,NASDAQ
LAYN,Layne Christensen Company,Basic Industries,Engineering & Construction,NASDAQ
LCNB,LCNB Corporation,Finance,Major Banks,NASDAQ
LBIX,Leading Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
LGCY,Legacy Reserves LP,Energy,Oil & Gas Production,NASDAQ
LGCYO,Legacy Reserves LP,Energy,Oil & Gas Production,NASDAQ
LGCYP,Legacy Reserves LP,Energy,Oil & Gas Production,NASDAQ
LTXB,"LegacyTexas Financial Group, Inc.",Finance,Savings Institutions,NASDAQ
DDBI,Legg Mason Developed EX-US Diversified Core ETF,null,null,NASDAQ
EDBI,Legg Mason Emerging Markets Diversified Core ETF,null,null,NASDAQ
LVHD,Legg Mason Low Volatility High Dividend ETF,null,null,NASDAQ
UDBI,Legg Mason US Diversified Core ETF,null,null,NASDAQ
LMAT,"LeMaitre Vascular, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
TREE,"LendingTree, Inc.",Finance,Finance: Consumer Services,NASDAQ
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
LGIH,"LGI Homes, Inc.",Capital Goods,Homebuilding,NASDAQ
LHCG,LHC Group,Health Care,Medical/Nursing Services,NASDAQ
LBRDA,Liberty Broadband Corporation,Consumer Services,Television Services,NASDAQ
LBRDK,Liberty Broadband Corporation,Consumer Services,Television Services,NASDAQ
LBTYA,Liberty Global plc,Consumer Services,Television Services,NASDAQ
LBTYB,Liberty Global plc,Consumer Services,Television Services,NASDAQ
LBTYK,Liberty Global plc,Consumer Services,Television Services,NASDAQ
LILA,Liberty Global plc,Consumer Services,Television Services,NASDAQ
LILAK,Liberty Global plc,Consumer Services,Television Services,NASDAQ
LVNTA,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,NASDAQ
LVNTB,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,NASDAQ
QVCA,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,NASDAQ
QVCB,Liberty Interactive Corporation,Consumer Services,Catalog/Specialty Distribution,NASDAQ
BATRA,Liberty Media Corporation,Consumer Services,Broadcasting,NASDAQ
BATRK,Liberty Media Corporation,Consumer Services,Broadcasting,NASDAQ
LMCA,Liberty Media Corporation,Consumer Services,Broadcasting,NASDAQ
LMCK,Liberty Media Corporation,Consumer Services,Broadcasting,NASDAQ
LSXMA,Liberty Media Corporation,Consumer Services,Broadcasting,NASDAQ
LSXMB,Liberty Media Corporation,Consumer Services,Broadcasting,NASDAQ
LSXMK,Liberty Media Corporation,Consumer Services,Broadcasting,NASDAQ
TAX,"Liberty Tax, Inc.",Miscellaneous,Multi-Sector Companies,NASDAQ
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services,NASDAQ
LTRPB,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services,NASDAQ
LPNT,"LifePoint Health, Inc.",Health Care,Hospital/Nursing Management,NASDAQ
LCUT,"Lifetime Brands, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
LFVN,Lifevantage Corporation,Health Care,Major Pharmaceuticals,NASDAQ
LWAY,"Lifeway Foods, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals,NASDAQ
LTBR,Lightbridge Corporation,Consumer Services,Professional Services,NASDAQ
LPTH,"LightPath Technologies, Inc.",Technology,Semiconductors,NASDAQ
LIME,Lime Energy Co.,Basic Industries,Engineering & Construction,NASDAQ
LLNW,"Limelight Networks, Inc.",Miscellaneous,Business Services,NASDAQ
LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
LINC,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services,NASDAQ
LECO,"Lincoln Electric Holdings, Inc.",Technology,Industrial Machinery/Components,NASDAQ
LIND,Lindblad Expeditions Holdings Inc.,Consumer Services,Transportation Services,NASDAQ
LINDW,Lindblad Expeditions Holdings Inc.,Consumer Services,Transportation Services,NASDAQ
LLTC,Linear Technology Corporation,Technology,Semiconductors,NASDAQ
LBIO,"Lion Biotechnologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
LIOX,"Lionbridge Technologies, Inc.",Miscellaneous,Business Services,NASDAQ
LPCN,Lipocine Inc.,Health Care,Major Pharmaceuticals,NASDAQ
LQDT,"Liquidity Services, Inc.",Miscellaneous,Business Services,NASDAQ
LFUS,"Littelfuse, Inc.",Consumer Durables,Electrical Products,NASDAQ
LIVN,LivaNova PLC,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
LOB,"Live Oak Bancshares, Inc.",Finance,Major Banks,NASDAQ
LIVE,Live Ventures Incorporated,Technology,EDP Services,NASDAQ
LPSN,"LivePerson, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
LKQ,LKQ Corporation,Consumer Services,Motor Vehicles,NASDAQ
LMFA,"LM Funding America, Inc.",Finance,Finance: Consumer Services,NASDAQ
LMFAW,"LM Funding America, Inc.",Finance,Finance: Consumer Services,NASDAQ
LMIA,"LMI Aerospace, Inc.",Capital Goods,Military/Government/Technical,NASDAQ
LOGI,Logitech International S.A.,Technology,Computer peripheral equipment,NASDAQ
LOGM,"LogMein, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
EVAR,"Lombard Medical, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
CNCR,Loncar Cancer Immunotherapy ETF,null,null,NASDAQ
LONE,Lonestar Resources US Inc.,Energy,Oil & Gas Production,NASDAQ
LTEA,Long Island Iced Tea Corp.,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
LORL,"Loral Space and Communications, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
LOXO,"Loxo Oncology, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
LPTN,"Lpath, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service,NASDAQ
LRAD,LRAD Corporation,Consumer Non-Durables,Consumer Electronics/Appliances,NASDAQ
LYTS,LSI Industries Inc.,Consumer Durables,Building Products,NASDAQ
LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel,NASDAQ
LITE,Lumentum Holdings Inc.,Consumer Durables,Telecommunications Equipment,NASDAQ
LMNX,Luminex Corporation,Health Care,Medical/Dental Instruments,NASDAQ
LMOS,Lumos Networks Corp.,Public Utilities,Telecommunications Equipment,NASDAQ
LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
MBTF,M B T Financial Corp,Finance,Major Banks,NASDAQ
MIIIU,M III Acquisition Corp.,Finance,Business Services,NASDAQ
MBVX,"MabVax Therapeutics Holdings, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MCBC,Macatawa Bank Corporation,Finance,Major Banks,NASDAQ
MFNC,Mackinac Financial Corporation,Finance,Major Banks,NASDAQ
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,NASDAQ
MCUR,MACROCURE LTD.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
MGNX,"MacroGenics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MAGS,Magal Security Systems Ltd.,Consumer Durables,Telecommunications Equipment,NASDAQ
MGLN,"Magellan Health, Inc.",Health Care,Hospital/Nursing Management,NASDAQ
MPET,Magellan Petroleum Corporation,Energy,Oil & Gas Production,NASDAQ
MGIC,Magic Software Enterprises Ltd.,Technology,Computer Software: Prepackaged Software,NASDAQ
CALL,magicJack VocalTec Ltd,Public Utilities,Telecommunications Equipment,NASDAQ
MNGA,MagneGas Corporation,Technology,Industrial Machinery/Components,NASDAQ
MGYR,"Magyar Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
MHLD,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers,NASDAQ
MHLDO,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers,NASDAQ
MSFG,"MainSource Financial Group, Inc.",Finance,Major Banks,NASDAQ
COOL,Majesco Entertainment Company,Technology,Computer Software: Prepackaged Software,NASDAQ
MMYT,MakeMyTrip Limited,Consumer Services,Transportation Services,NASDAQ
MBUU,"Malibu Boats, Inc.",Capital Goods,Marine Transportation,NASDAQ
MLVF,"Malvern Bancorp, Inc.",Finance,Banks,NASDAQ
MAMS,"MAM Software Group, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
LOAN,"Manhattan Bridge Capital, Inc",Consumer Services,Real Estate Investment Trusts,NASDAQ
MNTX,"Manitex International, Inc.",Technology,Industrial Machinery/Components,NASDAQ
MTEX,"Mannatech, Incorporated",Consumer Durables,Specialty Chemicals,NASDAQ
MNKD,MannKind Corporation,Health Care,Major Pharmaceuticals,NASDAQ
MANT,ManTech International Corporation,Consumer Services,Other Consumer Services,NASDAQ
MARA,"Marathon Patent Group, Inc.",Miscellaneous,Multi-Sector Companies,NASDAQ
MCHX,"Marchex, Inc.",Miscellaneous,Business Services,NASDAQ
MARPS,Marine Petroleum Trust,Energy,Oil & Gas Production,NASDAQ
MRNS,"Marinus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
MKTX,"MarketAxess Holdings, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ
MRLN,Marlin Business Services Corp.,Finance,Major Banks,NASDAQ
MAR,Marriott International,Consumer Services,Hotels/Resorts,NASDAQ
MBII,"Marrone Bio Innovations, Inc.",Basic Industries,Agricultural Chemicals,NASDAQ
MRTN,"Marten Transport, Ltd.",Transportation,Trucking Freight/Courier Services,NASDAQ
MMLP,Martin Midstream Partners L.P.,Energy,Oil Refining/Marketing,NASDAQ
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors,NASDAQ
MASI,Masimo Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
MTCH,"Match Group, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ
MATN,"Mateon Therapeutics, Inc. ",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
MTLS,Materialise NV,Technology,Computer Software: Prepackaged Software,NASDAQ
MTRX,Matrix Service Company,Basic Industries,Engineering & Construction,NASDAQ
MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys,NASDAQ
MATR,Mattersight Corporation,Technology,EDP Services,NASDAQ
MATW,Matthews International Corporation,Capital Goods,Metal Fabrications,NASDAQ
MFRM,Mattress Firm Holding Corp.,Consumer Services,Other Specialty Stores,NASDAQ
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors,NASDAQ
MXPT,"MaxPoint Interactive, Inc.",Consumer Services,Advertising,NASDAQ
MXWL,"Maxwell Technologies, Inc.",Miscellaneous,Industrial Machinery/Components,NASDAQ
MZOR,Mazor Robotics Ltd.,Health Care,Medical/Dental Instruments,NASDAQ
MBFI,MB Financial Inc.,Finance,Major Banks,NASDAQ
MBFIP,MB Financial Inc.,Finance,Major Banks,NASDAQ
MCFT,"MCBC Holdings, Inc.",Capital Goods,Marine Transportation,NASDAQ
